"nomen","nomjour","nomgr","qte_nette"
111749,"mercredi","vin",420
111749,"dimanche","vin",120
111749,"jeudi","spirit",50
111749,"dimanche","spirit",40
111749,"lundi","spirit",54
111749,"samedi","spirit",100
111755,"samedi","spirit",240
111755,"dimanche","vin",240
111755,"samedi","vin",480
111765,"dimanche","vin",450
111765,"dimanche","cocktail",360
111776,"dimanche","spirit",80
111776,"samedi","vin",300
111776,"samedi","spirit",40
111776,"vendredi","biere",250
111776,"mercredi","biere",250
111779,"dimanche","biere",660
111779,"dimanche","vin",200
111784,"mercredi","vin",360
111784,"vendredi","vin",240
111784,"jeudi","vin",480
111784,"mardi","vin",480
111790,"samedi","vin",950
111790,"mercredi","vin",200
111795,"mardi","vin",400
111795,"mercredi","biere",990
111795,"jeudi","biere",660
111795,"mardi","cocktail",480
111795,"mardi","spirit",120
111795,"lundi","biere",330
111821,"mercredi","vin",100
111821,"samedi","vin",725
111821,"mardi","vin",120
111821,"dimanche","vin",100
111827,"mardi","cocktail",120
111827,"mercredi","vin",540
111827,"jeudi","spirit",250
111827,"mardi","vin",360
111827,"lundi","vin",200
111827,"jeudi","vin",600
111830,"vendredi","vin",150
111833,"dimanche","vin",240
111838,"mercredi","vin",150
111838,"dimanche","spirit",50
111838,"dimanche","vin",300
111838,"samedi","cocktail",200
111838,"mardi","cocktail",75
111838,"mardi","spirit",75
111838,"mardi","vin",300
111838,"jeudi","spirit",50
111840,"mardi","biere",250
111844,"vendredi","vin",120
111844,"jeudi","vin",144
111844,"dimanche","spirit",50
111844,"mardi","vin",150
111844,"mercredi","vin",120
111844,"samedi","vin",220
111844,"lundi","vin",120
111844,"dimanche","vin",240
111845,"lundi","vin",120
111845,"mercredi","biere",500
111845,"mardi","biere",500
111845,"dimanche","vin",240
111845,"jeudi","biere",500
111845,"vendredi","biere",500
111845,"samedi","biere",660
111845,"samedi","vin",460
111853,"lundi","spirit",50
111853,"dimanche","spirit",40
111855,"dimanche","vin",150
111855,"vendredi","vin",100
111855,"jeudi","vin",100
111855,"samedi","vin",100
111855,"mercredi","vin",50
111855,"mardi","vin",50
111856,"samedi","cocktail",200
111856,"samedi","biere",500
111856,"samedi","vin",300
111856,"mardi","biere",250
111857,"jeudi","vin",150
111860,"samedi","spirit",12
111860,"jeudi","vin",120
111860,"jeudi","spirit",20
111860,"samedi","vin",444
111860,"vendredi","vin",100
111860,"lundi","biere",125
111860,"lundi","vin",120
111860,"dimanche","vin",150
111860,"jeudi","biere",120
111862,"samedi","biere",330
111862,"mardi","biere",330
111863,"dimanche","biere",250
111863,"vendredi","spirit",40
111864,"lundi","vin",120
111864,"jeudi","vin",120
111864,"mercredi","vin",120
111864,"vendredi","vin",120
111864,"samedi","vin",120
111864,"dimanche","vin",120
111864,"mardi","vin",120
111866,"mercredi","vin",360
111866,"samedi","biere",250
111866,"jeudi","cocktail",300
111866,"dimanche","biere",750
111866,"vendredi","biere",250
111870,"vendredi","vin",150
111873,"samedi","vin",600
111873,"samedi","spirit",150
111873,"lundi","vin",300
111885,"mercredi","vin",340
111885,"jeudi","vin",240
111885,"jeudi","spirit",50
111885,"vendredi","vin",300
111885,"dimanche","spirit",100
111885,"dimanche","vin",480
111886,"samedi","vin",100
111886,"dimanche","vin",50
111886,"lundi","spirit",50
111902,"vendredi","vin",150
111902,"mardi","vin",150
111912,"jeudi","vin",450
111912,"samedi","biere",750
111912,"mercredi","biere",250
111912,"mardi","biere",250
111912,"mercredi","vin",600
111912,"vendredi","vin",600
111912,"samedi","vin",300
111912,"lundi","biere",500
111912,"vendredi","biere",250
111912,"lundi","vin",600
111912,"dimanche","vin",300
111912,"dimanche","biere",500
111912,"jeudi","biere",250
111912,"mardi","vin",600
111915,"lundi","vin",240
111915,"dimanche","vin",240
111917,"mardi","biere",330
111917,"mercredi","vin",150
111917,"mercredi","cocktail",500
111917,"jeudi","biere",330
111917,"samedi","cidre",450
111917,"dimanche","vin",150
111917,"lundi","cocktail",300
111917,"vendredi","biere",250
111917,"lundi","vin",300
111917,"vendredi","cocktail",250
111917,"mardi","vin",300
111920,"samedi","vin",300
111920,"vendredi","vin",300
111920,"mercredi","biere",800
111920,"dimanche","vin",300
111920,"lundi","vin",300
111920,"mardi","vin",240
111920,"jeudi","vin",300
111920,"dimanche","biere",250
111920,"vendredi","biere",250
111921,"jeudi","cocktail",100
111921,"mercredi","vin",125
111921,"jeudi","vin",200
111921,"lundi","vin",125
111921,"samedi","vin",300
111921,"vendredi","spirit",62.5
111922,"samedi","vin",810
111922,"vendredi","vin",480
111922,"jeudi","vin",480
111922,"mardi","vin",480
111922,"lundi","vin",480
111922,"dimanche","vin",360
111922,"mercredi","vin",420
111925,"dimanche","spirit",50
111925,"samedi","spirit",40
111925,"vendredi","spirit",40
111934,"dimanche","vin",720
111934,"dimanche","spirit",40
111934,"vendredi","vin",80
111934,"jeudi","vin",240
111934,"samedi","vin",300
111939,"dimanche","vin",100
111939,"lundi","vin",200
111940,"vendredi","vin",150
111941,"dimanche","spirit",40
111941,"jeudi","spirit",24
111941,"mardi","cocktail",250
111941,"vendredi","biere",250
111941,"jeudi","vin",200
111944,"dimanche","vin",270
111944,"jeudi","vin",150
111944,"samedi","vin",300
111944,"samedi","cocktail",100
111944,"vendredi","vin",150
111944,"mardi","vin",300
111944,"lundi","vin",300
111947,"mercredi","biere",250
111950,"samedi","cocktail",120
111950,"dimanche","cocktail",120
111950,"jeudi","vin",200
111950,"samedi","vin",150
111950,"dimanche","vin",300
111957,"dimanche","cidre",200
111966,"dimanche","vin",100
111966,"lundi","vin",550
111966,"mardi","vin",600
111966,"vendredi","spirit",330
111980,"vendredi","vin",400
111980,"dimanche","spirit",50
111980,"mardi","vin",100
111980,"jeudi","vin",300
111980,"dimanche","vin",120
111980,"samedi","vin",300
111981,"samedi","spirit",50
111981,"samedi","vin",400
111981,"dimanche","vin",200
111981,"dimanche","spirit",50
111982,"samedi","vin",360
111985,"dimanche","vin",100
111991,"dimanche","vin",100
111991,"vendredi","vin",300
111991,"lundi","vin",500
111991,"mardi","vin",200
111991,"samedi","vin",400
111991,"jeudi","vin",400
111991,"mercredi","vin",500
111994,"samedi","spirit",120
112008,"dimanche","spirit",50
112012,"jeudi","vin",150
112012,"mardi","vin",150
112012,"samedi","vin",300
112012,"dimanche","vin",450
112012,"lundi","vin",150
112012,"vendredi","vin",150
112012,"dimanche","cocktail",480
112013,"vendredi","vin",200
112013,"samedi","vin",30
112023,"dimanche","vin",150
112023,"jeudi","vin",12
112023,"vendredi","vin",120
112023,"lundi","vin",270
112023,"mercredi","vin",240
112023,"mardi","vin",120
112025,"jeudi","vin",30
112025,"dimanche","vin",30
112025,"lundi","vin",30
112025,"mardi","vin",30
112025,"mercredi","vin",30
112025,"samedi","vin",30
112025,"vendredi","vin",30
112031,"samedi","vin",200
112044,"lundi","vin",200
112046,"lundi","vin",150
112046,"mardi","vin",150
112046,"dimanche","vin",550
112046,"vendredi","vin",150
112046,"jeudi","vin",150
112046,"mercredi","vin",150
112046,"samedi","vin",150
112057,"dimanche","cocktail",125
112057,"jeudi","vin",200
112057,"samedi","vin",125
112057,"jeudi","biere",250
112057,"dimanche","vin",225
112057,"samedi","cocktail",330
112060,"samedi","cocktail",100
112060,"samedi","vin",150
112060,"lundi","vin",100
112070,"samedi","biere",330
112070,"dimanche","vin",320
112079,"dimanche","vin",120
112080,"samedi","vin",500
112080,"samedi","cocktail",100
112080,"mardi","spirit",40
112080,"mardi","vin",450
112080,"mardi","cocktail",100
112080,"mercredi","vin",150
112086,"mercredi","spirit",40
112086,"samedi","biere",330
112086,"mardi","biere",250
112086,"dimanche","biere",330
112086,"samedi","spirit",40
112086,"vendredi","spirit",40
112086,"dimanche","vin",200
112086,"dimanche","cocktail",120
112086,"jeudi","spirit",40
112086,"dimanche","spirit",80
112096,"mercredi","vin",100
112096,"dimanche","vin",850
112104,"samedi","cidre",100
112111,"samedi","vin",200
112111,"dimanche","cocktail",150
112117,"samedi","vin",100
112117,"samedi","spirit",50
112128,"dimanche","vin",330
112128,"mercredi","vin",150
112128,"jeudi","vin",150
112128,"vendredi","vin",150
112128,"mardi","vin",330
112128,"lundi","vin",330
112128,"samedi","vin",330
112130,"lundi","vin",420
112130,"mercredi","vin",480
112130,"dimanche","vin",480
112130,"samedi","vin",480
112130,"mardi","vin",480
112130,"jeudi","vin",480
112130,"vendredi","vin",480
112135,"mercredi","biere",250
112135,"dimanche","vin",525
112135,"mardi","biere",250
112135,"dimanche","cocktail",240
112135,"samedi","vin",200
112136,"mercredi","vin",150
112136,"lundi","vin",250
112136,"dimanche","vin",450
112136,"samedi","vin",200
112136,"jeudi","vin",125
112136,"vendredi","vin",170
112136,"mardi","vin",800
112145,"dimanche","vin",50
112148,"mercredi","vin",4
112154,"dimanche","cocktail",100
112154,"dimanche","vin",240
112156,"dimanche","vin",300
112156,"mardi","vin",300
112156,"samedi","vin",450
112156,"mercredi","vin",300
112156,"lundi","vin",150
112156,"vendredi","spirit",40
112156,"jeudi","vin",330
112156,"vendredi","vin",375
112164,"dimanche","spirit",50
112164,"dimanche","vin",75
112166,"jeudi","cocktail",100
112166,"vendredi","biere",250
112166,"lundi","biere",250
112166,"mardi","cocktail",100
112166,"mercredi","vin",100
112166,"jeudi","biere",250
112166,"mardi","vin",400
112166,"dimanche","vin",450
112171,"jeudi","biere",990
112171,"samedi","biere",330
112171,"vendredi","biere",250
112177,"samedi","spirit",50
112177,"samedi","vin",100
112177,"dimanche","vin",280
112191,"dimanche","biere",250
112191,"samedi","vin",120
112191,"lundi","vin",150
112191,"mercredi","vin",150
112191,"jeudi","biere",250
112191,"mardi","biere",250
112191,"mardi","vin",150
112191,"jeudi","vin",150
112191,"dimanche","vin",120
112191,"vendredi","vin",120
112191,"mercredi","biere",250
112191,"dimanche","spirit",40
112191,"samedi","biere",250
112198,"jeudi","biere",500
112198,"lundi","biere",250
112198,"vendredi","biere",250
112198,"dimanche","cidre",200
112198,"samedi","cocktail",200
112198,"samedi","vin",150
112201,"lundi","biere",500
112201,"jeudi","cidre",250
112201,"mardi","biere",500
112201,"vendredi","cocktail",600
112201,"vendredi","biere",2000
112202,"jeudi","vin",150
112202,"mardi","vin",112.5
112202,"jeudi","spirit",40
112202,"vendredi","vin",175
112202,"samedi","vin",225
112202,"dimanche","vin",255
112202,"lundi","vin",180
112202,"vendredi","biere",250
112202,"mercredi","vin",90
112202,"mercredi","spirit",40
112204,"dimanche","vin",200
112204,"dimanche","spirit",80
112204,"jeudi","biere",250
112204,"samedi","biere",250
112204,"mardi","biere",500
112206,"dimanche","cidre",300
112218,"samedi","vin",150
112218,"samedi","spirit",50
112218,"dimanche","spirit",25
112218,"vendredi","spirit",20
112219,"mercredi","vin",120
112219,"lundi","vin",120
112219,"mardi","vin",240
112233,"samedi","vin",300
112233,"dimanche","vin",300
112233,"samedi","spirit",80
112233,"mercredi","vin",450
112239,"dimanche","vin",150
112239,"vendredi","vin",120
112243,"mardi","vin",100
112243,"dimanche","vin",100
112244,"lundi","cocktail",150
112244,"mercredi","vin",150
112244,"samedi","vin",250
112244,"jeudi","vin",50
112244,"dimanche","vin",200
112244,"lundi","vin",250
112244,"vendredi","spirit",50
112244,"mercredi","biere",250
112244,"mardi","vin",150
112244,"dimanche","cocktail",50
112244,"vendredi","vin",300
112250,"dimanche","cocktail",200
112250,"dimanche","vin",200
112251,"vendredi","cocktail",120
112251,"dimanche","spirit",40
112251,"samedi","biere",250
112251,"lundi","spirit",80
112261,"dimanche","spirit",45
112261,"samedi","cocktail",120
112261,"samedi","vin",500
112261,"samedi","spirit",110
112261,"vendredi","cocktail",240
112266,"samedi","cocktail",1050
112266,"mercredi","spirit",100
112266,"mardi","biere",1000
112266,"mercredi","cocktail",50
112266,"samedi","spirit",800
112266,"lundi","spirit",50
112270,"mercredi","spirit",40
112270,"vendredi","cocktail",100
112270,"dimanche","spirit",100
112270,"samedi","cocktail",200
112274,"dimanche","spirit",50
112276,"dimanche","vin",225
112278,"samedi","vin",200
112278,"mardi","vin",100
112280,"vendredi","vin",80
112280,"mercredi","vin",120
112280,"mardi","cocktail",60
112280,"mardi","vin",240
112280,"samedi","vin",100
112280,"jeudi","vin",120
112283,"vendredi","vin",250
112283,"vendredi","spirit",40
112283,"dimanche","cocktail",240
112283,"mardi","vin",150
112283,"vendredi","cocktail",100
112286,"dimanche","vin",450
112286,"jeudi","vin",120
112288,"vendredi","cidre",150
112288,"mardi","spirit",50
112294,"samedi","spirit",50
112303,"dimanche","spirit",45
112304,"mardi","vin",950
112304,"samedi","vin",900
112304,"samedi","cidre",300
112304,"jeudi","vin",380
112304,"samedi","spirit",40
112304,"samedi","cocktail",200
112304,"dimanche","vin",800
112304,"lundi","biere",500
112304,"mercredi","vin",80
112304,"samedi","biere",250
112304,"mercredi","cidre",750
112304,"dimanche","cidre",500
112304,"lundi","vin",1075
112304,"vendredi","vin",150
112304,"lundi","cidre",450
112304,"mercredi","cocktail",40
112304,"vendredi","biere",400
112309,"samedi","vin",360
112309,"vendredi","vin",240
112309,"mardi","vin",240
112309,"mercredi","vin",240
112309,"dimanche","vin",240
112309,"dimanche","cocktail",200
112309,"lundi","vin",240
112309,"jeudi","vin",360
112311,"dimanche","vin",240
112311,"lundi","vin",240
112311,"mercredi","vin",240
112311,"jeudi","vin",360
112311,"vendredi","vin",240
112311,"jeudi","spirit",80
112311,"samedi","vin",240
112311,"mardi","vin",240
112312,"mardi","vin",300
112312,"mercredi","vin",100
112312,"mercredi","cocktail",240
112312,"jeudi","cocktail",240
112312,"jeudi","vin",300
112312,"vendredi","vin",300
112314,"dimanche","vin",400
112314,"vendredi","vin",400
112314,"mardi","vin",400
112314,"samedi","spirit",40
112314,"jeudi","vin",400
112314,"samedi","vin",400
112314,"lundi","vin",400
112314,"mercredi","vin",400
112316,"jeudi","biere",500
112316,"samedi","biere",500
112316,"mercredi","biere",500
112316,"lundi","biere",250
112316,"samedi","cocktail",200
112316,"dimanche","biere",750
112316,"dimanche","cidre",750
112318,"samedi","cocktail",240
112319,"samedi","cidre",360
112323,"jeudi","vin",120
112323,"samedi","vin",200
112325,"samedi","cocktail",100
112325,"samedi","vin",45
112325,"vendredi","vin",300
112325,"dimanche","vin",300
112327,"jeudi","cidre",200
112327,"mercredi","vin",300
112327,"dimanche","vin",450
112327,"samedi","vin",300
112327,"lundi","vin",300
112327,"mardi","vin",300
112327,"dimanche","spirit",40
112327,"jeudi","vin",300
112327,"vendredi","vin",300
112327,"samedi","cidre",200
112335,"vendredi","vin",120
112335,"dimanche","vin",240
112335,"samedi","cocktail",240
112335,"mercredi","vin",120
112335,"lundi","vin",240
112335,"mardi","vin",120
112335,"samedi","vin",570
112335,"jeudi","vin",120
112337,"dimanche","vin",300
112337,"jeudi","spirit",80
112337,"vendredi","spirit",40
112339,"mercredi","cocktail",200
112340,"jeudi","vin",120
112340,"samedi","vin",750
112340,"samedi","cocktail",120
112340,"vendredi","vin",120
112340,"vendredi","cocktail",100
112340,"dimanche","cidre",150
112340,"dimanche","vin",570
112340,"mardi","vin",220
112340,"mercredi","cidre",360
112340,"lundi","vin",270
112340,"mercredi","vin",150
112340,"dimanche","cocktail",120
112341,"mercredi","vin",300
112341,"samedi","vin",150
112341,"vendredi","spirit",50
112341,"dimanche","vin",600
112341,"mercredi","spirit",50
112341,"lundi","vin",300
112341,"vendredi","vin",300
112341,"mardi","vin",300
112341,"samedi","spirit",50
112341,"dimanche","spirit",100
112341,"jeudi","spirit",50
112341,"mardi","spirit",50
112341,"mercredi","biere",250
112341,"samedi","cocktail",400
112341,"jeudi","vin",540
112341,"lundi","biere",250
112343,"lundi","vin",360
112343,"samedi","vin",550
112343,"vendredi","spirit",25
112343,"mardi","vin",360
112343,"jeudi","cidre",240
112343,"vendredi","vin",120
112343,"mercredi","vin",120
112343,"dimanche","vin",120
112343,"dimanche","spirit",25
112343,"samedi","spirit",24
112349,"dimanche","spirit",50
112350,"samedi","vin",100
112350,"dimanche","spirit",100
112359,"dimanche","vin",500
112359,"dimanche","biere",330
112359,"vendredi","cidre",120
112360,"mardi","cidre",100
112364,"mardi","cidre",250
112365,"samedi","spirit",48
112365,"samedi","vin",150
112369,"jeudi","vin",250
112369,"mercredi","vin",250
112369,"vendredi","vin",500
112369,"samedi","vin",1290
112374,"samedi","biere",500
112378,"mercredi","cocktail",75
112378,"mardi","vin",50
112378,"dimanche","cocktail",150
112378,"lundi","cidre",375
112378,"dimanche","vin",150
112378,"samedi","vin",50
112378,"samedi","cidre",375
112382,"mercredi","vin",600
112382,"vendredi","vin",600
112382,"vendredi","spirit",100
112382,"jeudi","spirit",120
112382,"mardi","vin",450
112382,"dimanche","spirit",40
112382,"dimanche","vin",300
112382,"lundi","vin",600
112382,"samedi","vin",600
112382,"jeudi","vin",600
112382,"dimanche","biere",500
112386,"dimanche","vin",600
112387,"samedi","vin",300
112387,"mardi","vin",120
112387,"jeudi","biere",250
112387,"mardi","biere",250
112387,"samedi","cocktail",100
112387,"mercredi","biere",250
112387,"mercredi","cocktail",120
112387,"dimanche","vin",200
112387,"mercredi","vin",120
112387,"vendredi","biere",250
112387,"lundi","vin",100
112387,"dimanche","cocktail",240
112388,"mercredi","vin",450
112388,"mercredi","cocktail",100
112395,"mardi","biere",500
